oriX,oriY,oriZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,altitude,positionX,rwValue,batteryVoltage,systemState,cameraState,reactionWheelState,onTimeSec,flightTimeSec,pressure,imuTemp,baroTemp,GPSSats,latitude,longitude
0.00,20.09,17.52,9.94,3.36,3.84,33.32,0.26,10.11,12.41,-0.05,0.00,7.73,1,0,1,439.22,0,1011.91,48.9,52.4,15.00,44.5986,11.6560
0.00,25.35,7.83,11.46,1.75,5.49,21.00,4.15,8.10,12.42,-0.05,0.00,7.74,1,0,1,440.22,0,1011.91,48.9,52.4,15.00,44.5986,11.6560
0.00,22.20,23.51,10.63,5.08,4.81,32.83,-4.32,1.49,13.22,-0.05,0.00,7.72,1,0,1,441.22,0,1011.82,48.9,52.4,15.00,44.5986,11.6560
0.00,29.69,14.84,9.23,2.85,5.51,-5.69,-6.26,6.70,11.87,-0.05,0.00,7.68,1,0,1,442.23,0,1011.97,48.9,52.4,15.00,44.5986,11.6560
0.00,29.31,20.92,7.91,3.55,4.87,-1.10,-1.86,-4.90,11.78,-0.05,0.00,7.69,1,0,1,443.23,0,1011.98,49.0,52.4,15.00,44.5986,11.6561
0.00,26.14,30.98,6.92,4.84,4.14,2.13,-9.94,-0.42,11.72,-0.05,0.00,7.74,1,0,1,444.23,0,1011.99,48.9,52.4,15.00,44.5986,11.6561
0.00,29.06,30.60,5.23,3.75,3.57,-11.22,-6.37,6.76,12.13,-0.05,0.00,7.69,1,0,1,445.24,0,1011.94,48.9,52.4,15.00,44.5987,11.6561
0.00,30.28,25.55,5.45,3.14,3.67,4.32,9.33,8.09,12.15,-0.05,0.00,7.70,1,0,1,446.24,0,1011.94,48.9,52.4,15.00,44.5987,11.6561
0.00,30.95,18.37,7.07,2.79,4.56,-18.36,-12.06,-3.20,12.36,-0.05,0.00,7.70,1,0,1,447.24,0,1011.92,49.0,52.5,15.00,44.5987,11.6561
0.00,7.85,28.29,8.23,4.48,1.29,-199.73,-6.77,-34.35,11.56,-0.05,0.00,7.67,1,0,1,448.25,0,1012.00,49.0,52.5,15.00,44.5987,11.6561
0.00,9.31,64.97,3.74,8.66,1.55,-1.45,-38.53,-82.57,11.61,-0.05,0.00,7.74,1,0,1,449.25,0,1012.00,49.0,52.5,15.00,44.5987,11.6561
0.00,24.61,64.07,-1.83,12.38,5.73,43.00,-6.79,-19.04,11.31,-0.05,0.00,7.73,1,0,1,450.25,0,1012.03,49.0,52.5,15.00,44.5987,11.6561
0.00,41.03,48.36,-1.16,8.45,7.42,-1.23,-2.24,-6.69,11.27,-0.05,0.00,7.67,1,0,1,451.25,0,1012.03,49.1,52.6,15.00,44.5987,11.6562
0.00,38.37,51.18,-0.77,6.88,5.48,-19.55,66.08,42.84,12.09,-0.05,0.00,7.70,1,0,1,452.25,0,1011.95,49.1,52.6,15.00,44.5987,11.6562
0.00,40.07,48.70,1.45,7.52,6.45,-54.42,2.94,-37.71,11.42,-0.05,0.00,7.69,1,0,1,453.26,0,1012.02,49.1,52.6,15.00,44.5988,11.6562
0.00,65.94,21.11,-1.87,3.53,8.95,-43.96,44.89,-5.36,11.13,-0.05,0.00,7.73,1,0,1,484.33,0,1012.05,49.8,53.1,14.00,44.5988,11.6562
0.00,67.18,-22.05,1.01,-3.92,9.62,1.42,-47.78,-8.98,11.73,-0.05,0.00,7.67,1,0,1,485.33,0,1011.99,49.8,53.1,14.00,44.5988,11.6562
0.00,28.51,48.66,5.72,9.40,5.98,9.12,-18.11,-25.11,12.09,-0.05,0.00,7.73,1,0,1,486.33,0,1011.95,49.7,53.1,14.00,44.5988,11.6562
0.00,33.05,36.51,6.03,6.08,5.57,-24.83,11.62,-9.14,12.16,-0.05,0.00,7.73,1,0,1,487.34,0,1011.94,49.8,53.2,14.00,44.5988,11.6562
0.00,59.96,21.82,3.27,3.62,8.44,-19.06,13.65,-11.04,12.76,-0.05,0.00,7.65,1,0,1,488.34,0,1011.88,49.7,53.2,14.00,44.5988,11.6562
0.00,60.02,22.94,3.21,4.00,8.89,10.50,0.26,1.68,13.18,-0.05,0.00,7.67,1,0,1,489.34,0,1011.83,49.8,53.2,14.00,44.5988,11.6562
0.00,69.87,9.97,3.14,1.83,9.91,-14.44,0.56,-3.15,13.33,-0.05,0.00,7.70,1,0,1,490.34,0,1011.82,49.8,53.2,14.00,44.5988,11.6562
0.00,60.67,25.35,2.26,4.07,8.29,11.44,0.44,0.40,12.28,-0.05,0.00,7.73,1,0,1,491.34,0,1011.93,49.8,53.2,14.00,44.5988,11.6562
0.00,56.48,29.01,2.90,5.32,9.14,16.92,-4.97,3.99,13.30,-0.05,0.00,7.74,1,0,1,492.34,0,1011.82,49.8,53.2,14.00,44.5988,11.6562
0.00,58.33,16.38,4.45,2.83,8.55,-31.24,-9.78,1.63,13.24,-0.05,0.00,7.73,1,0,1,493.34,0,1011.83,49.8,53.3,14.00,44.5988,11.6562
0.00,45.28,15.98,6.83,2.90,7.50,24.22,-7.72,0.17,13.10,-0.05,0.00,7.64,1,0,1,494.35,0,1011.84,49.8,53.2,14.00,44.5988,11.6562
0.00,45.44,18.51,6.25,3.17,7.11,9.80,-6.95,3.22,12.92,-0.05,0.00,7.68,1,0,1,495.35,0,1011.86,49.8,53.2,14.00,44.5988,11.6562
0.00,48.05,23.64,5.73,4.30,7.97,-19.95,-4.45,-0.73,13.59,-0.05,0.00,7.75,1,0,1,496.35,0,1011.79,49.8,53.2,14.00,44.5988,11.6562
0.00,29.56,9.98,8.19,1.67,4.74,-21.28,-22.01,10.34,13.74,-0.05,0.00,7.70,1,0,1,497.36,0,1011.77,49.7,53.2,14.00,44.5988,11.6562
0.00,9.86,2.17,8.83,0.34,1.54,11.92,-18.51,5.74,13.50,-0.05,0.00,7.73,1,0,1,498.36,0,1011.80,49.7,53.2,14.00,44.5988,11.6562
0.00,-0.48,-4.52,9.74,-0.77,-0.08,-1.17,-2.45,4.30,14.69,-0.05,0.00,7.69,1,0,1,499.37,0,1011.67,49.7,53.2,14.00,44.5988,11.6562
0.00,6.90,2.29,9.88,0.40,1.20,2.22,-0.51,0.63,13.40,-0.05,0.00,7.69,1,0,1,500.37,0,1011.81,49.7,53.2,14.00,44.5988,11.6562
0.00,6.81,1.54,10.05,0.27,1.20,9.75,-0.79,1.45,12.19,-0.05,0.00,7.67,1,0,1,501.37,0,1011.94,49.7,53.2,14.00,44.5988,11.6562
0.00,7.19,0.75,9.82,0.13,1.24,-5.95,-2.36,0.45,12.67,-0.05,0.00,7.75,1,0,1,502.38,0,1011.89,49.7,53.2,14.00,44.5988,11.6562
0.00,5.67,1.32,9.93,0.23,0.99,-8.38,-1.96,0.07,12.38,-0.05,0.00,7.73,1,0,1,503.38,0,1011.92,49.7,53.2,15.00,44.5988,11.6562
0.00,6.44,0.14,9.88,0.02,1.12,-5.58,-1.89,0.10,12.68,-0.05,0.00,7.68,1,0,1,504.38,0,1011.89,49.7,53.2,15.00,44.5988,11.6562
0.00,6.82,-0.19,9.88,-0.03,1.18,6.33,-0.79,1.31,13.49,-0.04,0.00,7.73,1,0,1,505.39,0,1011.80,49.8,53.2,15.00,44.5988,11.6562
0.00,6.75,1.02,9.86,0.18,1.17,2.07,-1.86,0.52,12.89,-0.04,0.00,7.64,1,0,1,506.39,0,1011.86,49.7,53.2,15.00,44.5988,11.6562
0.00,7.13,0.33,9.87,0.06,1.23,0.35,-1.72,0.47,13.21,-0.04,0.00,7.73,1,0,1,507.39,0,1011.83,49.7,53.2,15.00,44.5988,11.6562
0.00,6.65,0.50,9.85,0.09,1.15,1.37,-1.28,0.60,13.32,-0.04,0.00,7.69,1,0,1,508.39,0,1011.82,49.8,53.2,15.00,44.5988,11.6562
0.00,6.74,0.47,9.88,0.08,1.17,0.72,-1.66,0.49,13.74,-0.04,0.00,7.73,1,0,1,509.40,0,1011.77,49.8,53.2,14.00,44.5988,11.6562
0.00,6.93,0.33,9.88,0.06,1.20,0.75,-1.77,0.49,13.55,-0.04,0.00,7.72,1,0,1,510.40,0,1011.79,49.8,53.3,14.00,44.5988,11.6562
0.00,6.74,0.36,9.84,0.06,1.16,0.96,-1.49,0.58,13.66,-0.05,0.00,7.69,1,0,1,511.40,0,1011.78,49.8,53.3,15.00,44.5988,11.6562
0.00,6.71,0.94,9.84,0.16,1.16,2.68,-1.72,0.75,13.57,-0.05,0.00,7.69,1,0,1,512.40,0,1011.79,49.8,53.3,15.00,44.5988,11.6562
0.00,7.00,0.60,9.91,0.11,1.22,-0.93,-1.63,0.21,12.98,-0.04,0.00,7.68,1,0,1,513.41,0,1011.85,49.8,53.3,15.00,44.5988,11.6562
0.00,7.41,0.11,9.87,0.02,1.28,5.65,-2.08,1.09,13.58,-0.04,0.00,7.65,1,0,1,514.41,0,1011.79,49.8,53.3,15.00,44.5988,11.6562
0.00,4.44,-0.61,9.92,-0.11,0.77,-1.80,-1.65,0.47,13.00,-0.05,0.00,7.73,1,0,1,515.41,0,1011.85,49.8,53.3,15.00,44.5988,11.6562
0.00,6.02,-0.30,9.89,-0.05,1.04,1.38,-1.37,0.38,13.01,-0.05,0.00,7.67,1,0,1,516.42,0,1011.85,49.8,53.3,15.00,44.5988,11.6562
0.00,5.38,0.33,9.90,0.06,0.93,2.17,-1.23,0.33,12.92,-0.05,0.00,7.65,1,0,1,517.42,0,1011.86,49.8,53.3,15.00,44.5988,11.6562
0.00,6.84,-0.08,9.89,-0.01,1.19,-1.58,-1.33,0.26,13.14,-0.05,0.00,7.73,1,0,1,518.42,0,1011.84,49.8,53.3,15.00,44.5988,11.6562
0.00,6.24,0.22,9.89,0.04,1.08,0.05,-1.79,0.47,12.97,-0.05,0.00,7.75,1,0,1,519.43,0,1011.86,49.8,53.3,15.00,44.5988,11.6562
0.00,6.59,0.03,9.86,0.00,1.14,1.28,-1.56,0.45,13.26,-0.05,0.00,7.73,1,0,1,520.43,0,1011.82,49.8,53.3,15.00,44.5988,11.6562
0.00,6.54,0.52,9.89,0.09,1.13,1.87,-1.49,0.68,13.46,-0.05,0.00,7.65,1,0,1,521.43,0,1011.80,49.8,53.3,14.00,44.5988,11.6562
0.00,6.64,-0.28,9.86,-0.05,1.15,-1.68,-1.84,0.37,12.77,-0.05,0.00,7.68,1,0,1,522.44,0,1011.88,49.9,53.3,14.00,44.5988,11.6562
0.00,6.46,-0.25,9.89,-0.04,1.12,-7.51,-2.22,0.38,12.89,-0.05,0.00,7.68,1,0,1,523.44,0,1011.86,49.8,53.3,14.00,44.5988,11.6562
0.00,4.05,-0.34,9.52,-0.06,0.67,-3.45,-3.26,0.96,12.89,-0.05,0.00,7.70,1,0,1,524.44,0,1011.86,49.8,53.3,14.00,44.5988,11.6562
0.00,7.46,-0.05,9.90,-0.01,1.30,-0.49,-1.47,1.07,12.71,-0.04,0.00,7.72,1,0,1,525.45,0,1011.88,49.9,53.3,15.00,44.5988,11.6562
0.00,5.84,0.36,9.92,0.06,1.01,7.21,-0.88,0.61,12.72,-0.04,0.00,7.69,1,0,1,526.45,0,1011.88,49.9,53.4,15.00,44.5988,11.6562
0.00,6.89,0.14,9.90,0.02,1.20,-19.13,-1.86,-1.84,13.32,-0.04,0.00,7.73,1,0,1,527.45,0,1011.82,49.9,53.4,15.00,44.5988,11.6562
0.00,7.18,0.47,9.92,0.08,1.25,-10.38,-1.70,-0.51,13.14,-0.04,0.00,7.67,1,0,1,528.45,0,1011.84,49.9,53.4,15.00,44.5988,11.6562
0.00,6.87,0.69,9.89,0.12,1.19,-1.38,-1.45,0.00,13.98,-0.04,0.00,7.64,1,0,1,529.45,0,1011.75,49.9,53.4,14.00,44.5988,11.6562
0.00,5.84,0.17,9.91,0.03,1.01,2.38,-1.73,0.63,13.17,-0.04,0.00,7.70,1,0,1,530.46,0,1011.83,49.9,53.4,14.00,44.5988,11.6562
0.00,4.96,-0.03,9.87,-0.00,0.86,7.11,-1.87,0.86,12.59,-0.04,0.00,7.69,1,0,1,531.46,0,1011.90,49.8,53.4,15.00,44.5988,11.6562
0.00,6.57,-1.87,9.88,-0.33,1.14,5.74,-1.28,0.96,13.00,-0.04,0.00,7.73,1,0,1,532.46,0,1011.85,49.9,53.4,15.00,44.5988,11.6562
0.00,6.02,0.69,9.89,0.12,1.04,1.47,-1.72,4.46,13.44,-0.04,0.00,7.70,1,0,1,533.46,0,1011.81,49.9,53.4,15.00,44.5988,11.6562
0.00,5.82,1.40,10.14,0.25,1.03,-1.31,-0.40,0.70,13.62,-0.04,0.00,7.73,1,0,1,534.46,0,1011.79,50.0,53.4,15.00,44.5988,11.6562
0.00,5.08,1.35,9.90,0.23,0.88,0.49,-2.35,0.56,13.16,-0.04,0.00,7.73,1,0,1,535.46,0,1011.84,49.9,53.4,15.00,44.5988,11.6562
0.00,6.15,2.10,9.98,0.37,1.08,7.91,-2.20,0.77,13.76,-0.04,0.00,7.72,1,0,1,536.46,0,1011.77,50.0,53.4,15.00,44.5988,11.6562
0.00,5.60,0.57,10.01,0.10,0.98,0.80,-1.00,1.00,12.37,-0.04,0.00,7.77,1,0,1,537.46,0,1011.92,50.0,53.4,15.00,44.5988,11.6562
0.00,5.96,0.64,9.85,0.11,1.03,-1.28,-1.65,-0.49,13.50,-0.04,0.00,7.67,1,0,1,538.47,0,1011.80,50.0,53.5,15.00,44.5988,11.6562
0.00,5.45,1.35,9.94,0.23,0.95,0.61,-2.45,1.03,13.10,-0.04,0.00,7.69,1,0,1,539.47,0,1011.84,50.0,53.5,15.00,44.5988,11.6562
0.00,4.70,2.62,9.89,0.45,0.81,-0.44,-2.01,1.21,13.61,-0.04,0.00,7.73,1,0,1,540.47,0,1011.79,49.9,53.5,15.00,44.5988,11.6562
0.00,5.47,0.63,9.90,0.11,0.95,-0.65,-1.65,-0.05,13.15,-0.04,0.00,7.67,1,0,1,541.47,0,1011.84,50.0,53.5,15.00,44.5988,11.6562
0.00,5.96,0.30,9.90,0.05,1.03,13.35,-1.77,2.12,13.36,-0.04,0.00,7.68,1,0,1,542.47,0,1011.81,50.0,53.5,15.00,44.5988,11.6562
0.00,6.19,0.94,9.88,0.16,1.07,1.98,-1.49,0.75,13.58,-0.04,0.00,7.69,1,0,1,543.48,0,1011.79,50.0,53.5,15.00,44.5988,11.6562
0.00,6.49,0.36,9.89,0.06,1.12,-0.14,-1.91,0.33,13.30,-0.04,0.00,7.68,1,0,1,544.48,0,1011.82,50.0,53.5,15.00,44.5988,11.6562
0.00,6.61,0.22,9.91,0.04,1.15,2.62,-1.45,0.65,12.62,-0.04,0.00,7.67,1,0,1,545.48,0,1011.89,50.1,53.5,15.00,44.5988,11.6562
0.00,6.50,0.28,9.86,0.05,1.12,0.93,-1.61,0.56,13.83,-0.04,0.00,7.67,1,0,1,546.49,0,1011.77,50.0,53.5,15.00,44.5988,11.6562
0.00,6.49,0.30,9.89,0.05,1.12,0.16,-1.65,0.44,13.46,-0.04,0.00,7.73,1,0,1,547.49,0,1011.80,50.0,53.5,15.00,44.5988,11.6562
0.00,5.94,0.41,9.89,0.07,1.03,1.49,-1.94,0.60,13.66,-0.04,0.00,7.72,1,0,1,548.49,0,1011.78,50.0,53.5,15.00,44.5988,11.6562
0.00,7.00,-2.66,9.81,-0.46,1.21,1.84,-1.66,1.42,12.60,-0.04,0.00,7.72,1,0,1,549.50,0,1011.90,50.0,53.6,15.00,44.5988,11.6562
0.00,6.13,0.39,9.89,0.07,1.06,0.38,-1.96,0.45,13.71,-0.04,0.00,7.69,1,0,1,550.50,0,1011.78,50.0,53.6,15.00,44.5988,11.6562
0.00,6.12,0.22,9.91,0.04,1.06,0.00,-1.65,0.44,13.43,-0.04,0.00,7.68,1,0,1,551.50,0,1011.81,50.1,53.6,15.00,44.5988,11.6562
0.00,6.24,0.39,9.89,0.07,1.08,0.42,-1.68,0.58,12.96,-0.04,0.00,7.69,1,0,1,552.51,0,1011.86,50.1,53.6,15.00,44.5988,11.6562
0.00,6.07,0.30,9.90,0.05,1.05,2.68,-1.68,0.68,13.57,-0.04,0.00,7.70,1,0,1,553.51,0,1011.79,50.1,53.6,15.00,44.5988,11.6562
0.00,6.45,0.33,9.86,0.06,1.12,0.09,-1.72,0.54,13.17,-0.04,0.00,7.69,1,0,1,554.52,0,1011.84,50.1,53.6,15.00,44.5988,11.6562
0.00,6.79,0.39,9.89,0.07,1.18,1.79,-1.65,0.61,12.60,-0.04,0.00,7.74,1,0,1,555.52,0,1011.90,50.1,53.6,14.00,44.5988,11.6562
0.00,5.89,0.94,9.88,0.16,1.02,0.23,-1.79,0.28,13.42,-0.04,0.00,7.64,1,0,1,556.52,0,1011.81,50.1,53.6,14.00,44.5988,11.6562
0.00,6.96,2.87,9.87,0.50,1.21,-1.98,-1.75,-0.38,13.75,-0.04,0.00,7.73,1,0,1,557.52,0,1011.77,50.1,53.6,15.00,44.5988,11.6562
0.00,5.97,0.41,9.93,0.07,1.04,-0.19,-1.42,0.60,13.56,-0.04,0.00,7.73,1,0,1,558.52,0,1011.79,50.1,53.7,15.00,44.5988,11.6562
0.00,6.41,0.25,9.88,0.04,1.11,-17.20,-1.84,-0.82,13.78,-0.04,0.00,7.65,1,0,1,559.52,0,1011.77,50.1,53.7,15.00,44.5988,11.6562
0.00,6.36,0.28,9.88,0.05,1.10,-13.02,-1.75,-0.38,13.30,-0.04,0.00,7.69,1,0,1,560.52,0,1011.82,50.1,53.7,15.00,44.5988,11.6562
0.00,5.83,0.55,9.89,0.10,1.01,3.10,-1.68,0.88,13.30,-0.04,0.00,7.70,1,0,1,561.52,0,1011.82,50.1,53.7,15.00,44.5988,11.6562
0.00,6.00,0.83,9.88,0.14,1.04,1.44,-1.72,0.68,13.12,-0.04,0.00,7.70,1,0,1,562.52,0,1011.84,50.2,53.7,15.00,44.5988,11.6562
0.00,6.51,0.63,9.90,0.11,1.13,0.23,-1.65,0.58,13.55,-0.04,0.00,7.67,1,0,1,563.53,0,1011.80,50.2,53.7,15.00,44.5988,11.6562
0.00,6.35,0.39,9.89,0.07,1.10,0.45,-1.75,0.58,13.46,-0.04,0.00,7.70,1,0,1,564.53,0,1011.81,50.1,53.7,15.00,44.5988,11.6562
0.00,6.57,0.55,9.89,0.10,1.14,0.77,-1.56,0.54,13.18,-0.04,0.00,7.73,1,0,1,565.54,0,1011.84,50.2,53.7,15.00,44.5988,11.6562
0.00,6.50,0.39,9.88,0.07,1.12,0.75,-1.65,0.54,13.51,-0.04,0.00,7.73,1,0,1,566.54,0,1011.80,50.2,53.7,15.00,44.5988,11.6562
0.00,6.42,0.50,9.87,0.09,1.11,0.91,-1.66,0.52,13.43,-0.04,0.00,7.67,1,0,1,567.54,0,1011.81,50.2,53.7,15.00,44.5988,11.6562
0.00,6.34,0.36,9.90,0.06,1.10,0.70,-1.65,0.56,12.82,-0.04,0.00,7.65,1,0,1,568.55,0,1011.87,50.2,53.7,15.00,44.5988,11.6562
0.00,6.33,0.39,9.88,0.07,1.10,0.80,-1.56,0.58,13.56,-0.04,0.00,7.68,1,0,1,569.55,0,1011.80,50.3,53.8,15.00,44.5988,11.6562
0.00,6.46,0.47,9.89,0.08,1.12,0.68,-1.63,0.60,14.07,-0.04,0.00,7.68,1,0,1,570.55,0,1011.74,50.2,53.8,15.00,44.5988,11.6562
0.00,6.49,0.30,9.89,0.05,1.12,0.63,-1.65,0.49,13.27,-0.04,0.00,7.75,1,0,1,571.55,0,1011.82,50.2,53.8,15.00,44.5988,11.6562
0.00,6.38,0.33,9.89,0.06,1.11,0.73,-1.58,0.58,13.60,-0.04,0.00,7.72,1,0,1,572.55,0,1011.79,50.3,53.8,15.00,44.5988,11.6562
0.00,6.52,0.39,9.88,0.07,1.13,0.65,-1.56,0.56,13.71,-0.04,0.00,7.70,1,0,1,573.55,0,1011.78,50.3,53.8,15.00,44.5988,11.6562
0.00,6.40,0.61,9.81,0.11,1.10,5.09,-1.84,0.68,14.33,-0.04,0.00,7.73,1,0,1,574.56,0,1011.71,50.3,53.8,15.00,44.5988,11.6562
0.00,6.22,0.19,9.87,0.03,1.08,-3.87,-1.40,0.33,13.23,-0.04,0.00,7.67,1,0,1,575.56,0,1011.83,50.3,53.8,15.00,44.5988,11.6562
0.00,6.42,0.39,9.87,0.07,1.11,0.47,-1.59,0.42,13.75,-0.04,0.00,7.73,1,0,1,576.56,0,1011.78,50.3,53.8,15.00,44.5988,11.6562
0.00,6.58,-0.11,9.92,-0.02,1.14,1.19,-1.50,0.61,13.95,-0.04,0.00,7.65,1,0,1,577.57,0,1011.75,50.3,53.8,15.00,44.5988,11.6562
0.00,6.29,0.30,9.86,0.05,1.09,-0.40,-1.72,0.33,14.07,-0.04,0.00,7.73,1,0,1,578.58,0,1011.74,50.3,53.8,15.00,44.5988,11.6562
0.00,5.23,1.96,9.72,0.33,0.89,22.78,-1.38,1.82,13.38,-0.04,0.00,7.73,1,0,1,579.58,0,1011.81,50.3,53.8,15.00,44.5988,11.6562
0.00,4.98,-0.14,9.78,-0.02,0.85,-8.75,-2.36,-0.12,13.98,-0.04,0.00,7.65,1,0,1,580.59,0,1011.75,50.3,53.8,15.00,44.5988,11.6562
0.00,7.22,0.66,9.85,0.11,1.25,4.13,-1.65,0.86,12.99,-0.04,0.00,7.72,1,0,1,581.59,0,1011.86,50.3,53.8,14.00,44.5988,11.6562
0.00,6.24,0.52,9.89,0.09,1.08,1.10,-1.56,0.61,13.39,-0.04,0.00,7.69,1,0,1,582.60,0,1011.81,50.3,53.8,14.00,44.5988,11.6562
0.00,6.52,1.21,9.93,0.21,1.13,2.80,-1.65,0.68,13.41,-0.04,0.00,7.68,1,0,1,583.60,0,1011.81,50.3,53.8,15.00,44.5988,11.6562
0.00,6.07,0.77,9.90,0.13,1.05,15.28,-0.67,2.26,13.81,-0.04,0.00,7.73,1,0,1,584.61,0,1011.77,50.3,53.8,15.00,44.5988,11.6562
0.00,6.66,1.09,9.95,0.19,1.16,-14.47,-2.01,-0.35,13.81,-0.04,0.00,7.73,1,0,1,585.61,0,1011.77,50.3,53.8,15.00,44.5988,11.6562
